profile,userid,genres.Action,genres.Adventure,genres.Comedy,genres.Demons,genres.Drama,genres.Fantasy,genres.Game,genres.Historical,genres.Horror,genres.Magic,genres.Mecha,genres.Military,genres.Music,genres.Mystery,genres.Parody,genres.Police,genres.Psychological,genres.Romance,genres.School,genres.Sci-Fi,genres.Seinen,genres.Shoujo,genres.Shounen,genres.Slice of Life,genres.Space,genres.Sports,genres.Super Power,genres.Supernatural,genres.Thriller
legsthefrog,4803,24,16,12,48,5,23,3,11,10,8,2,5,0,0,0,0,0,11,2,5,3,8,18,3,1,0,3,33,1
witcher3_5625,4804,18,13,13,3,5,17,54,2,0,4,0,2,5,3,4,0,4,3,7,7,3,0,12,4,0,1,0,3,0
SepiaRose,4805,10,0,47,3,29,8,2,1,2,11,1,1,7,7,4,0,2,23,88,4,6,11,19,34,0,10,4,8,1
Loneninjah,4806,43,89,34,1,16,30,2,7,2,6,15,2,2,10,0,4,0,4,1,40,7,3,33,3,5,1,3,7,0
crownedalien,4807,34,23,35,4,9,52,3,2,2,81,1,3,3,4,6,2,2,11,11,8,7,15,12,9,0,0,4,18,1
FlashFrozen,4808,2,2,28,0,1,3,0,1,1,3,2,0,0,0,36,0,0,0,7,6,1,1,1,1,1,1,1,2,0
deoxygen,4809,22,14,18,5,10,40,0,3,0,54,3,0,2,1,0,0,2,7,4,4,0,17,12,8,1,0,1,9,1
Moobin,4810,14,8,6,0,43,6,1,0,1,1,4,9,1,5,0,0,5,11,1,17,3,3,2,6,6,2,0,5,2
Ant1989,4811,58,31,11,1,14,9,2,2,1,3,93,18,3,0,3,3,4,8,2,78,0,0,20,1,22,2,3,2,0
TheDoggoneGirl,4812,43,13,16,3,10,12,1,3,1,4,12,8,0,6,0,3,0,5,1,11,5,3,10,0,3,2,6,6,1
DiamondRabbit,4813,19,5,29,1,7,1,2,8,1,2,3,3,0,4,4,2,3,6,6,8,48,0,0,9,1,2,5,5,1
BetterSkatez,4814,9,3,67,2,0,8,5,4,3,4,9,1,3,2,78,0,1,3,5,11,3,0,4,5,2,1,9,2,1
TomkHz,4815,41,14,36,1,7,8,0,0,0,7,6,1,1,12,12,0,1,3,8,21,7,2,16,1,0,2,70,12,1
Yukimoora,4816,2,2,42,0,18,8,0,5,1,3,2,2,5,3,1,0,2,11,24,4,13,4,5,73,0,3,1,3,0
FrancisUnderwood,4817,40,17,13,0,15,6,0,0,0,1,63,15,2,2,2,6,3,10,2,45,3,1,7,1,14,0,0,0,0
RenegadeNorman,4818,8,7,72,0,1,10,3,7,0,8,3,2,4,1,84,1,2,1,13,8,6,1,1,7,2,1,7,1,0
JudgeRuthless,4819,9,11,53,0,4,9,1,0,1,5,2,0,0,3,4,0,0,4,7,5,4,2,9,9,0,5,0,3,0
IDC_SAO,4820,43,90,35,3,15,33,4,5,0,8,14,2,0,5,0,3,0,8,0,32,2,3,16,4,8,1,3,5,0
ama_,4821,27,34,21,9,13,81,4,4,5,18,3,0,5,3,1,0,1,6,3,5,1,6,13,4,0,0,2,13,2
AisuChan21,4822,2,2,5,0,3,5,1,0,0,1,2,0,57,1,0,0,0,4,5,3,0,6,0,6,1,0,0,0,0
Keespalmero,4823,10,2,51,1,13,3,2,1,4,5,2,3,9,2,5,0,2,23,91,5,9,5,20,27,0,20,4,13,0
FabuleZz,4824,33,21,14,0,18,2,0,0,1,1,29,22,5,1,1,0,1,4,0,64,1,0,10,4,68,0,3,2,0
DeusAnima,4825,6,12,63,3,4,11,1,4,1,6,4,1,2,2,8,1,0,10,11,6,6,7,11,16,2,1,0,8,0
9476132247,4826,20,25,25,5,8,62,6,2,2,11,1,2,1,3,3,0,0,9,4,7,2,6,11,5,0,0,3,8,0
Polarzebo,4827,23,7,6,0,4,4,0,0,0,0,41,9,0,0,2,3,1,3,0,31,1,0,8,0,6,0,2,1,0
vgk55555,4828,28,57,15,7,13,25,3,6,1,4,11,3,1,4,0,1,0,3,0,19,6,0,19,0,4,1,5,8,0
katyvain,4829,8,5,37,0,4,2,0,1,1,0,1,1,1,3,1,0,0,7,4,0,3,1,8,5,0,2,0,5,0
apercarlo,4830,14,12,9,3,24,8,1,59,1,5,1,5,1,4,3,0,0,7,1,2,7,5,5,6,0,1,1,9,0
chinoman,4831,1,3,55,0,18,7,1,5,0,3,3,1,10,2,3,0,0,8,23,6,10,3,7,95,1,5,0,4,0
Yoeli,4832,52,28,26,1,23,9,3,3,2,5,39,13,5,3,4,5,4,11,5,99,2,0,21,4,18,3,4,3,1
ajaykumarsunki,4833,17,5,20,9,8,10,0,9,5,4,0,1,0,16,2,1,8,10,8,6,8,3,9,8,0,0,6,54,3
DrPantsu,4834,6,5,36,0,2,1,0,1,1,1,2,0,1,3,4,1,0,2,4,5,3,1,13,6,2,3,5,5,0
Oroboros,4835,6,5,41,0,19,7,0,7,0,6,0,1,5,0,3,0,1,10,19,2,8,9,0,74,0,1,1,4,0
ThunderClap448,4836,20,54,20,3,9,21,2,8,1,3,4,1,0,3,0,2,1,5,0,13,5,1,24,1,0,0,2,4,0
ISeeDeadPeople27,4837,0,2,24,3,15,5,0,1,0,1,1,2,2,1,1,0,0,5,8,4,10,4,4,50,0,2,0,4,0
pluslethatminun,4838,21,20,23,5,8,9,5,3,2,6,4,3,0,7,1,4,0,5,9,11,0,0,48,2,1,7,4,4,0
lordvizard,4839,11,3,30,7,27,25,1,9,2,25,0,2,10,6,0,2,3,25,20,8,0,83,0,15,0,4,1,13,1
MYmanga88,4840,17,24,92,3,6,14,3,6,2,8,7,2,3,6,11,5,1,11,11,13,6,5,19,13,1,7,5,10,1
venturegirl,4841,79,24,21,4,11,22,6,4,2,9,15,9,3,4,0,4,2,3,3,26,4,1,21,0,7,4,9,6,0
AngelicDinosaur,4842,5,0,11,0,2,5,3,1,0,2,2,1,77,0,1,0,0,6,4,2,0,4,0,5,0,1,1,1,0
SDman,4843,18,2,6,4,23,5,4,2,14,5,0,2,0,29,1,5,22,5,4,10,6,1,3,1,0,0,3,20,60
Rohit14Joshi1993,4844,22,18,15,3,89,13,0,9,5,7,9,12,11,9,1,0,9,21,9,20,13,4,8,10,4,2,2,10,3
Anna519,4845,14,20,9,1,63,12,0,8,1,3,1,2,6,5,1,0,1,13,11,12,4,7,4,18,5,2,1,6,0
HokutoFlare,4846,65,14,13,3,40,15,1,7,2,1,43,99,3,5,3,3,1,16,6,63,6,3,14,3,31,0,5,6,0
zh0so,4847,3,10,42,0,3,6,1,3,0,3,2,0,2,2,5,0,1,3,2,5,8,3,6,9,1,5,1,1,0
LSBA98,4848,28,14,26,14,6,17,0,9,11,8,0,1,3,12,1,0,4,5,6,6,8,2,14,2,1,2,8,64,2
BiteMat,4849,5,4,11,1,6,4,2,0,0,2,2,0,97,1,0,0,1,5,6,8,0,4,1,8,1,2,2,1,0
Ranko-chan,4850,18,19,12,0,70,12,1,14,2,4,7,8,5,4,0,1,3,18,11,12,3,6,12,10,3,6,4,8,2
MeStraede,4851,10,4,2,1,8,6,2,1,0,1,5,1,70,3,0,1,2,9,2,10,2,2,2,1,1,2,1,3,0
Shrimbb,4852,16,18,33,3,7,14,1,4,1,7,7,2,0,3,2,0,0,4,11,8,0,0,56,2,1,14,2,5,0
Murloc-kun,4853,8,2,7,0,9,2,1,0,1,1,3,3,94,1,2,0,1,8,4,7,1,2,0,8,3,0,3,5,0
Miku4Life,4854,3,2,4,0,3,3,1,0,0,3,2,0,37,2,0,0,0,5,4,4,0,2,1,5,0,0,0,0,0
AngryButler,4855,1,4,52,1,18,6,1,1,0,7,1,1,4,1,0,0,3,8,18,3,8,6,6,92,1,3,1,8,0
Sydd,4856,19,14,58,0,6,7,1,1,0,3,3,2,1,4,6,2,0,5,12,9,7,1,10,11,4,2,3,7,0
thewinrar,4857,73,25,18,1,8,19,2,2,2,8,19,10,3,4,3,2,2,4,4,25,9,2,13,0,8,2,4,12,0
i-aint-uppity,4858,31,27,16,6,9,63,2,3,3,16,1,2,7,2,1,0,3,9,4,6,2,6,13,1,0,1,2,16,1
LordYalet,4859,3,6,45,0,18,6,1,9,0,2,1,0,3,2,4,0,1,14,28,2,13,3,4,82,0,2,0,7,0
thegreattobeast,4860,17,3,5,1,20,3,4,2,11,2,8,2,4,19,0,6,55,5,4,21,10,1,8,2,1,0,0,13,12
shimmereye,4861,17,19,20,2,80,11,2,5,5,3,6,7,2,5,1,1,5,23,10,18,6,9,8,17,7,2,1,6,0
philipooi94,4862,92,28,24,4,15,24,5,3,2,8,23,10,2,5,1,5,1,5,3,40,4,1,31,1,6,6,12,8,0
eau-wreck-uh,4863,3,2,5,0,4,2,0,0,0,0,1,2,49,0,0,0,0,0,3,4,0,0,1,2,2,1,0,2,0
HandsomeAniki,4864,15,8,9,0,44,2,0,5,2,4,3,2,4,3,0,1,2,11,6,11,6,1,6,5,1,5,2,6,1
MechaJesusChrist,4865,13,7,17,5,6,6,0,2,9,4,0,2,3,12,1,0,5,6,2,3,12,1,8,2,0,0,5,40,2
clowred,4866,0,4,44,0,17,3,0,5,0,1,0,1,7,2,1,0,0,14,19,4,7,5,5,76,1,2,1,4,0
Rentation,4867,19,19,82,2,11,17,3,2,1,11,4,2,2,5,8,3,1,11,12,7,6,7,21,14,3,5,3,8,0
Sonalisa,4868,9,10,9,3,15,5,0,49,1,0,0,5,1,1,2,0,0,10,1,3,2,4,2,2,0,0,1,5,0
Orionall,4869,13,12,13,1,7,39,4,2,0,10,1,0,3,1,1,1,0,3,1,6,0,3,7,4,0,0,1,4,1
Forion,4870,47,13,15,3,5,13,2,2,1,6,12,9,0,5,2,3,1,4,4,20,6,1,7,2,4,1,7,5,0
Aranie,4871,44,25,16,0,12,7,2,2,1,1,27,16,5,1,3,6,4,4,1,74,3,0,8,1,13,0,3,2,0
tirentu,4872,17,16,12,1,56,6,0,10,2,3,3,4,4,3,0,3,2,10,6,13,1,5,9,7,5,4,1,4,1
Bullyon,4873,1,2,5,0,5,5,2,0,0,0,1,1,65,0,1,0,0,3,2,2,0,4,1,8,2,2,0,0,0
darkarcher117,4874,20,20,17,3,7,30,2,1,1,50,0,2,3,2,1,0,3,7,7,4,0,9,9,5,0,0,2,8,2
ArmySlamz,4875,5,2,32,0,16,4,0,5,0,6,1,1,8,1,0,0,0,13,20,2,8,5,4,61,1,3,0,3,0
dxf289,4876,8,4,6,1,4,10,1,1,0,0,3,2,94,1,1,0,0,12,12,7,0,4,1,8,3,1,1,1,0
MyPetEagleIsGone,4877,0,2,39,2,21,7,1,4,0,4,0,0,6,1,1,1,2,13,17,4,10,7,2,76,0,1,0,5,0
Sapphirebreeze,4878,14,14,75,4,6,20,3,0,2,9,2,0,1,2,7,3,1,6,7,11,3,7,13,17,1,3,1,9,0
jeyore,4879,15,15,76,2,17,16,2,5,0,6,2,2,2,3,6,2,1,13,9,7,6,5,17,17,0,0,5,3,0
tam_0146,4880,26,10,18,17,13,19,0,8,12,11,0,1,2,7,1,1,6,8,5,6,3,5,16,5,1,0,6,63,5
Chelle,4881,36,12,26,14,9,22,0,11,7,9,1,2,3,16,1,1,5,12,8,9,11,3,14,6,0,0,7,76,1
Rainbowfootsteps,4882,22,25,17,5,10,61,3,5,1,11,3,2,3,1,1,0,3,9,2,8,0,7,10,3,0,0,1,9,1
alreadydead628,4883,17,12,96,0,13,9,2,5,0,6,4,2,5,7,12,2,1,12,11,8,8,2,17,17,0,5,9,9,0
Narkeo,4884,4,1,4,0,2,2,1,0,0,0,3,4,37,0,1,0,1,1,4,6,0,0,1,4,3,0,0,0,0
SubzeroNr1,4885,18,7,60,1,8,7,4,1,0,4,4,1,1,5,8,3,1,7,2,10,5,2,12,9,2,4,4,7,0
arigajoe,4886,14,12,63,0,7,12,1,2,0,7,4,0,1,0,10,0,0,10,12,13,6,4,11,4,1,3,4,3,0
irightuwrong,4887,20,24,16,2,4,55,5,9,2,13,2,0,2,5,2,1,2,5,3,7,1,5,11,3,0,0,4,3,0
FallenHope,4888,18,48,20,0,9,20,0,5,2,3,5,2,0,5,2,2,0,4,0,12,3,0,11,4,3,0,5,5,0
Adragon28,4889,27,9,12,10,15,18,1,3,75,1,3,1,1,17,2,1,14,7,3,12,10,1,7,0,2,0,2,30,5
komodor64,4890,16,22,90,0,10,12,2,5,1,10,3,2,1,3,9,1,0,14,16,6,9,6,15,16,1,4,4,5,0
kachosen576,4891,14,2,42,0,21,2,2,0,1,0,1,1,3,0,3,0,0,2,23,5,6,2,42,8,0,95,1,0,0
TsubakiHaruka,4892,20,3,49,1,9,5,1,1,1,6,3,4,4,5,4,0,1,19,83,9,11,8,16,25,1,13,6,10,1
Sukeroku,4893,21,18,19,2,80,20,0,16,1,9,5,7,6,6,0,1,4,23,11,18,4,12,12,14,4,5,3,8,1
Pikangie,4894,34,13,20,3,4,10,0,0,0,3,7,1,3,5,4,0,0,3,3,18,6,0,17,2,3,1,53,12,0
crowbutts,4895,21,24,44,6,36,27,1,11,1,12,5,6,10,2,0,2,3,95,23,18,6,17,13,12,4,4,2,7,0
X10A_Freedom,4896,38,22,45,2,17,5,0,13,3,3,3,6,3,13,2,1,5,9,10,13,86,0,0,18,5,1,3,10,2
AlexandraFoo,4897,21,16,26,1,6,11,3,3,0,1,4,0,0,3,2,1,0,1,7,9,0,0,47,2,1,9,5,7,0
pinoydeluzions,4898,10,8,9,0,40,5,0,4,0,1,5,5,3,3,0,0,1,9,4,14,2,2,5,6,6,6,0,3,1
sukottojc,4899,12,18,13,1,60,18,1,6,3,2,2,3,4,8,0,2,5,11,4,13,4,4,8,6,4,3,1,11,2
VGHustler_com,4900,11,10,28,3,33,12,0,7,0,6,3,3,2,5,2,2,1,59,14,10,8,11,5,11,3,2,2,8,1
blackasp1,4901,46,19,13,3,10,13,0,2,1,5,12,5,2,4,1,2,0,6,0,18,3,3,13,0,2,2,3,7,0
Shoumeiki,4902,25,12,38,2,10,5,0,13,1,3,4,4,1,10,3,2,2,8,16,9,70,0,0,19,3,4,3,8,3
ShiroShinigami,4903,16,19,42,3,39,12,1,14,3,11,7,6,5,1,1,0,3,84,20,16,9,17,9,20,3,3,2,12,0
Breeon,4904,35,84,29,1,14,35,4,7,3,6,11,3,0,6,1,4,2,14,1,27,4,5,21,2,7,1,3,6,1
Zeref_Shadows,4905,27,18,36,5,8,44,1,2,1,80,3,0,1,2,3,0,0,12,7,5,3,18,11,8,1,0,3,17,0
DeeAd,4906,22,12,7,0,6,3,1,0,0,0,38,4,1,1,4,1,0,2,1,27,0,0,6,0,3,2,1,0,0
lobo8,4907,4,1,44,2,16,5,2,3,0,2,1,0,7,3,1,0,0,12,29,3,9,5,5,73,1,2,0,7,0
Soredattasonic,4908,53,22,22,0,19,11,3,1,2,1,33,11,3,8,5,6,4,6,6,93,4,3,23,1,12,3,7,7,3
Prophet-x,4909,19,51,13,2,8,19,2,4,2,7,13,2,4,2,1,0,0,13,0,22,1,5,19,2,4,1,2,7,0
luissyme,4910,10,12,49,0,4,10,1,1,1,2,3,0,2,2,1,1,0,4,9,11,5,1,9,12,1,4,1,5,0
walrusking14,4911,28,26,39,2,10,16,5,2,2,6,7,1,0,10,2,7,2,5,7,15,0,0,65,5,0,11,8,7,0
SoundHammer,4912,12,3,80,0,1,10,6,6,3,6,10,1,3,4,99,0,1,4,13,14,3,1,3,5,2,2,11,4,0
Sofy_kun,4913,6,2,28,0,11,2,2,0,1,5,2,0,8,1,1,0,1,16,49,5,3,9,6,13,0,2,2,2,0
ramalammy,4914,20,19,81,0,8,17,0,3,2,5,3,1,1,5,5,4,0,13,13,13,9,3,17,16,2,3,8,8,0
Sean_Murphy_PWx2,4915,8,3,70,0,0,5,4,6,1,1,11,5,3,3,85,0,0,3,8,12,4,0,3,4,6,3,9,4,0
Ice-nine,4916,79,26,17,3,14,22,3,1,6,7,21,12,4,8,1,5,3,9,4,35,10,1,17,1,9,5,5,11,1
Iceprism,4917,43,26,21,1,17,8,5,0,2,3,33,10,6,3,2,4,0,9,1,84,2,2,16,3,13,0,3,1,0
gabrielbernardo,4918,24,13,82,2,5,10,6,3,1,6,5,2,4,2,6,1,0,6,16,12,10,3,15,18,2,6,4,4,0
GemmaOtaku12,4919,21,14,21,1,97,15,0,10,4,4,10,11,7,8,0,1,7,24,13,19,8,6,14,10,9,12,2,13,5
HelenMelon,4920,38,12,12,1,10,13,1,2,3,5,7,7,0,4,0,0,3,2,2,16,2,0,9,0,4,1,6,3,1
JuniorTCG,4921,21,13,85,3,8,12,1,1,0,3,4,0,3,5,4,2,0,10,10,14,9,3,21,17,1,7,9,6,0
King_Aomine,4922,48,15,12,0,9,13,0,2,1,4,11,6,0,9,1,4,1,2,7,18,6,2,13,0,4,3,5,10,1
Zeniatus,4923,14,14,91,1,8,16,1,4,4,9,3,1,3,6,6,3,0,10,14,11,13,5,13,21,1,4,5,8,0
qtandem,4924,30,16,7,0,11,2,0,1,0,1,45,14,1,1,1,4,0,8,2,34,0,0,9,0,12,1,3,1,0
Marzgraf_Fenmore,4925,14,22,96,2,10,18,1,8,1,6,6,3,3,3,11,0,1,10,19,14,9,3,15,25,2,4,6,9,0
chizuru86,4926,99,41,25,6,23,27,4,5,5,10,19,12,1,9,1,6,2,11,5,40,12,3,21,0,8,1,10,14,0
anotherAzn,4927,17,10,74,2,3,14,2,2,0,5,4,0,3,2,8,2,0,8,16,9,7,4,13,13,3,4,5,4,0
M_Parabola,4928,1,1,5,0,5,7,0,3,0,0,1,1,63,0,1,0,0,3,2,2,0,4,0,5,1,2,1,3,0
alonsomfatur,4929,5,9,53,0,7,6,1,2,1,5,1,1,1,5,4,2,1,12,9,11,5,5,10,9,0,2,0,3,0
Tranquil-Jam,4930,25,18,9,1,11,5,1,0,0,1,20,3,1,1,2,2,1,4,4,47,2,2,10,1,11,1,4,2,0
MaxHeidegger,4931,26,6,17,2,5,5,0,1,1,3,3,2,2,6,6,0,0,2,1,13,8,0,9,0,2,2,36,10,0
_SwiftShadow_,4932,3,3,32,0,9,5,0,3,0,3,1,1,8,0,0,0,0,5,19,4,10,2,5,57,0,3,0,3,0
ForeverFizz8,4933,29,17,9,0,11,0,1,1,1,0,52,12,0,0,3,1,0,6,1,42,1,0,14,0,12,0,0,0,0
Myless,4934,7,3,8,0,7,7,3,0,1,3,2,2,100,3,2,0,2,6,9,10,0,6,0,14,3,1,0,1,0
shiroanna,4935,11,2,25,0,13,1,1,0,0,0,3,1,2,0,0,0,0,2,11,5,1,1,34,3,0,64,1,0,0
arabians,4936,12,6,61,0,5,3,1,2,1,7,2,3,2,2,7,1,1,9,6,9,4,4,14,12,0,3,3,6,0
snailworld,4937,15,15,73,1,5,12,5,2,2,4,2,0,4,3,10,3,0,4,7,10,9,0,16,4,1,3,5,8,0
Taisho-san,4938,35,23,42,3,9,11,2,0,3,7,9,3,3,4,1,3,0,5,17,21,0,0,75,7,6,17,6,9,0
Green_Gecko,4939,2,2,32,0,12,3,1,4,0,1,1,1,3,0,1,0,0,5,12,4,7,4,4,55,2,3,0,2,0
DarkAscent,4940,4,1,4,0,2,4,0,1,0,1,2,1,54,1,2,0,0,5,2,6,0,3,0,5,2,0,3,3,0
RyTeOnJohnston16,4941,2,0,6,0,3,9,0,0,0,4,1,0,78,0,0,0,1,4,8,6,1,5,0,9,1,0,1,1,0
SuperLoversFan,4942,19,17,38,2,32,22,1,7,0,7,4,5,1,2,2,0,0,75,17,14,2,19,8,14,4,2,3,10,1
ismaelbaggins,4943,21,18,26,1,12,29,2,3,2,52,1,0,3,2,2,0,1,14,5,8,0,16,6,3,0,0,4,12,1
addicted2prs,4944,64,21,11,3,16,21,3,2,3,11,17,8,4,5,2,0,0,9,4,24,7,0,15,1,8,1,3,7,0
kcrystalheart,4945,10,2,18,0,22,1,0,2,0,0,1,0,2,0,1,0,0,5,17,2,3,5,25,6,0,67,2,0,0
kalim432,4946,56,23,18,5,9,13,2,0,2,9,10,4,0,1,1,2,0,6,3,20,5,1,15,0,4,1,7,5,0
Dankenstein,4947,31,16,21,18,14,18,0,8,7,10,1,1,1,20,1,1,7,10,4,7,11,3,20,8,1,1,6,74,4
Neji,4948,17,5,35,0,35,1,0,1,0,0,0,2,4,0,1,0,0,3,24,9,3,4,48,9,0,97,3,0,0
PengMaeda,4949,9,8,71,1,5,16,0,3,1,4,6,0,3,1,6,2,0,6,11,6,3,1,9,10,0,1,0,5,0
Chinomi-san,4950,14,5,8,3,29,14,6,3,16,3,8,4,2,23,0,8,74,4,5,25,12,2,6,8,1,0,2,19,9
iremkaya,4951,15,14,75,1,8,13,1,4,1,6,1,0,3,7,5,3,0,8,14,9,6,2,18,15,0,5,4,8,0
James_N,4952,31,25,14,1,16,3,1,3,3,0,18,17,2,6,1,4,5,8,3,70,3,1,11,1,10,1,3,8,1
spooky,4953,11,12,60,1,7,12,0,2,0,6,1,0,2,2,5,0,1,7,5,8,3,2,11,4,0,3,0,4,0
Sigilmancy,4954,29,64,29,5,13,28,2,6,2,9,6,1,1,5,3,1,0,2,1,13,2,0,16,0,2,1,7,8,0
KaoSouL,4955,12,5,24,0,15,0,1,0,0,0,0,0,0,0,0,0,0,5,16,0,3,2,29,6,0,59,1,0,0
suzumehime,4956,20,15,13,1,71,10,0,8,1,5,8,10,1,5,0,0,6,10,6,20,7,6,6,11,7,5,2,8,5
k8lin_won9,4957,22,14,14,12,21,17,0,2,66,5,2,3,0,15,2,0,14,7,4,14,9,3,6,0,2,0,1,36,6
GenuineAnime,4958,27,13,13,12,15,19,0,3,66,4,2,4,0,12,1,1,9,3,6,13,5,0,5,0,0,0,2,36,6
Vccminimalist,4959,10,15,29,10,27,28,0,7,2,25,3,1,10,6,1,1,3,44,26,11,0,94,0,16,0,4,3,12,0
El-Random,4960,6,1,9,1,10,4,0,1,0,1,4,1,89,1,0,0,1,7,8,9,0,4,3,9,2,3,1,3,0
NaxxN,4961,12,6,9,2,46,8,0,5,1,3,4,5,0,6,0,2,3,8,7,15,1,0,5,6,3,3,0,5,1
Ren07,4962,3,2,5,1,1,7,1,0,0,2,0,0,65,0,0,0,0,3,4,4,0,3,0,7,2,3,0,1,0
WotsOnSecond,4963,5,1,6,0,3,3,3,0,0,1,2,2,100,0,1,0,0,3,6,5,0,4,0,11,4,4,0,1,0
Haseo123,4964,57,17,12,1,33,10,0,7,0,0,43,90,3,6,1,4,4,11,8,53,7,1,8,1,28,1,6,2,0
peachewire,4965,51,21,18,0,17,7,1,2,0,2,81,15,1,2,4,4,2,5,1,63,0,0,24,0,15,2,1,0,0
cheesefeast59,4966,4,1,48,3,20,9,0,3,0,4,0,0,4,6,2,0,1,9,20,2,9,9,6,88,0,4,0,11,0
Dinowoo,4967,34,67,30,2,13,24,3,6,2,8,7,3,1,4,0,1,1,4,0,18,6,3,20,3,4,0,5,4,1
Yuuki_Kiyopon,4968,10,10,51,0,7,9,0,2,0,1,1,0,3,3,6,2,0,7,10,10,3,0,15,7,0,3,5,2,0
Jefferz,4969,7,1,26,3,5,2,1,0,0,4,0,0,1,1,0,0,1,9,39,3,2,4,8,14,0,3,0,5,0
unkezunke,4970,8,11,50,3,9,14,1,1,1,4,5,0,2,1,3,1,0,8,7,5,5,4,13,12,0,2,3,5,0
maelee69,4971,33,82,24,3,11,38,1,6,2,5,8,1,0,8,0,3,1,5,2,22,7,2,25,2,5,1,3,6,1
dakidamachine,4972,14,7,9,7,7,11,1,1,49,2,1,0,0,17,1,0,7,2,3,5,9,1,4,0,1,0,1,25,5
Sam-kun,4973,53,24,17,0,17,6,0,2,3,0,81,23,1,2,2,2,5,4,1,67,1,1,14,3,18,0,2,1,0
AsukaHellsoldier,4974,7,4,45,0,4,8,0,3,0,1,1,1,2,2,3,1,0,4,9,6,3,0,4,10,1,1,0,2,0
VVhiteRose,4975,33,14,5,0,4,3,0,3,1,0,44,8,1,2,2,1,2,0,1,34,2,0,5,0,9,1,1,1,0
NotAFreakingWeeb,4976,31,28,36,4,18,11,0,4,6,3,2,2,1,77,2,12,6,7,5,8,13,4,20,2,0,0,12,20,4
AdventOtaku,4977,3,2,5,0,8,3,1,0,0,1,0,1,66,0,0,0,1,3,4,3,0,2,0,5,1,1,1,0,0
river37,4978,38,17,16,3,8,37,94,0,0,6,0,2,11,3,6,0,5,5,8,10,5,0,16,8,1,1,0,3,2
Duskrados,4979,1,3,58,1,21,5,2,3,0,1,1,0,4,0,0,0,0,11,22,3,14,4,6,91,1,1,0,6,0
accountredacted,4980,41,34,28,5,12,80,4,4,2,14,5,4,2,2,3,0,0,6,3,9,2,2,22,4,0,0,8,11,0
Kaminonon,4981,78,27,22,4,13,25,2,8,1,15,13,9,0,7,1,1,1,11,4,26,3,3,16,2,6,8,8,13,1
Amruth_Vs,4982,66,14,20,4,9,13,3,0,3,4,11,8,2,4,2,2,2,5,7,26,5,2,19,1,4,5,11,9,0
The_TEKnician,4983,11,17,13,4,25,11,0,60,1,1,1,4,0,3,2,1,0,9,0,3,6,3,4,9,0,1,0,6,0
MoonstruckMinun,4984,18,8,34,1,16,4,4,3,2,3,7,5,3,8,3,5,6,10,12,13,63,0,0,20,4,3,3,10,3
Jyango,4985,13,14,77,1,12,13,2,0,0,5,3,3,1,3,7,3,0,10,15,15,4,4,17,12,4,4,5,7,0
TorpedoTits,4986,29,21,18,1,7,25,74,1,0,5,2,1,3,5,6,0,4,7,6,10,4,0,19,2,2,0,0,3,2
UnexpectedHero,4987,27,9,14,2,14,4,0,1,3,0,21,9,0,3,1,1,2,4,5,54,3,1,6,4,8,1,4,5,0
masterofthebaits,4988,15,12,16,2,62,8,0,10,3,3,6,6,5,4,0,1,3,18,9,12,3,7,11,12,7,6,2,9,0
KannaKimori,4989,17,13,14,5,4,39,3,0,2,6,2,1,1,1,1,0,0,2,1,4,2,3,10,2,1,1,2,7,0
Allu,4990,34,15,32,13,15,22,2,5,11,13,0,2,0,13,4,0,6,15,10,8,11,3,18,8,1,0,8,82,3
Dcat682,4991,8,5,47,0,0,7,2,4,1,4,5,2,2,1,62,0,1,2,7,8,3,0,4,2,3,1,11,4,0
oOAnimayfreakOo,4992,11,12,54,3,6,9,1,4,0,2,3,4,2,3,2,4,1,4,8,9,5,3,12,10,1,1,1,1,0
BerryTeatime,4993,38,48,33,4,18,98,9,7,3,31,4,4,3,6,2,1,3,12,8,14,1,4,18,2,1,0,3,13,0
H3CN0,4994,24,24,19,0,4,57,7,3,0,15,3,0,2,2,1,0,0,9,0,4,0,4,11,3,0,0,1,10,0
wikikiwi,4995,34,71,24,5,10,27,2,12,2,10,9,4,1,7,1,1,0,7,0,22,6,2,13,2,3,0,2,7,0
j4ux,4996,39,75,26,4,18,27,4,6,2,5,16,4,2,5,1,3,0,6,1,27,4,2,29,3,6,1,4,12,0
UrbanFlare,4997,6,3,10,0,3,7,3,1,0,6,1,2,98,0,2,0,2,3,8,8,0,4,1,7,1,0,1,1,0
Piknos,4998,9,10,55,0,6,15,3,3,2,5,1,1,1,1,5,0,1,8,5,5,3,3,11,8,1,2,3,3,0
Riukanojutsu,4999,22,24,16,8,36,17,3,96,3,9,4,4,2,3,2,2,0,11,1,4,7,6,9,7,0,1,2,14,1
energelic,5000,16,70,29,2,13,29,2,7,1,7,6,3,2,7,1,3,0,3,0,23,2,2,14,1,3,0,1,5,1
daikage1,5001,33,19,30,13,16,26,1,7,17,10,0,1,5,18,0,0,4,15,10,10,4,4,23,9,0,0,5,84,4
MidnaGamer,5002,19,25,21,3,7,50,4,2,2,12,3,0,4,4,1,0,0,6,3,7,0,6,8,3,0,0,3,3,1
PabloRay,5003,43,12,12,1,7,16,1,1,3,6,6,4,0,5,0,2,1,3,2,12,2,5,7,2,1,2,3,3,1
JustinChiu,5004,37,77,25,3,15,19,2,4,0,12,12,3,3,3,1,0,0,2,4,34,5,1,21,2,8,2,5,6,0
